Algorithm,Architecture,Accumulations,Micro-Batch Size,Images/Second
pytorch_ssgd,wide_resnet101_2,1,32,413.42372334030887
pytorch_ssgd,wide_resnet101_2,1,32,412.5193794781082
pytorch_ssgd,wide_resnet101_2,1,32,412.5581193157872
pytorch_ssgd,wide_resnet101_2,1,32,413.6845593867917
pytorch_ssgd,wide_resnet101_2,1,32,412.8132549152551
pytorch_ssgd,wide_resnet101_2,2,32,511.5765943276132
pytorch_ssgd,wide_resnet101_2,2,32,510.6283340535973
pytorch_ssgd,wide_resnet101_2,2,32,509.77356087330605
pytorch_ssgd,wide_resnet101_2,2,32,509.8358612374496
pytorch_ssgd,wide_resnet101_2,2,32,510.5192509810881
pytorch_ssgd,wide_resnet101_2,2,32,509.898050367258
pytorch_ssgd,wide_resnet101_2,2,32,509.4695745463349
pytorch_ssgd,wide_resnet101_2,2,32,509.3388088731411
pytorch_ssgd,wide_resnet101_2,2,32,509.6017264809291
pytorch_ssgd,wide_resnet101_2,2,32,509.7742593335801
pytorch_ssgd,wide_resnet101_2,4,32,578.4496489390157
pytorch_ssgd,wide_resnet101_2,4,32,582.8207450833573
pytorch_ssgd,wide_resnet101_2,4,32,576.885848120176
pytorch_ssgd,wide_resnet101_2,4,32,576.6781113695448
pytorch_ssgd,wide_resnet101_2,4,32,576.7234545835033
pytorch_ssgd,wide_resnet101_2,4,32,583.9435312012715
pytorch_ssgd,wide_resnet101_2,4,32,578.2752905630168
pytorch_ssgd,wide_resnet101_2,4,32,578.4950237542628
pytorch_ssgd,wide_resnet101_2,4,32,578.404335449166
pytorch_ssgd,wide_resnet101_2,4,32,578.7191450316832
pytorch_ssgd,wide_resnet101_2,8,32,620.8833198907795
pytorch_ssgd,wide_resnet101_2,8,32,616.9996034072094
pytorch_ssgd,wide_resnet101_2,8,32,616.3937368045044
pytorch_ssgd,wide_resnet101_2,8,32,616.8217756034705
pytorch_ssgd,wide_resnet101_2,8,32,618.4423687420024
pytorch_ssgd,wide_resnet101_2,8,32,619.1065490113614
pytorch_ssgd,wide_resnet101_2,8,32,618.7729623556746
pytorch_ssgd,wide_resnet101_2,8,32,618.6604435809452
pytorch_ssgd,wide_resnet101_2,8,32,618.8695904079362
pytorch_ssgd,wide_resnet101_2,8,32,619.3687488951321
